"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"01000","1","72","54","0","1995","A","","Alabama -- Statewide","Federal Government","Accommodation and food services","State, NAICS Sector -- by ownership sector","All establishment sizes",5,334,3467783,0,0,200,10398,"",1.19,1.39,1.36,0.00,0.00,0.98,0.98,"",0,0.0,-3,-0.9,89883,2.7,0,0.0,0,0.0,7,3.6,382,3.8
"01000","3","72","54","0","1995","A","","Alabama -- Statewide","Local Government","Accommodation and food services","State, NAICS Sector -- by ownership sector","All establishment sizes",13,294,2766825,0,0,181,9408,"",4.19,3.23,2.62,0.00,0.00,0.81,0.81,"",9,225.0,51,21.0,597433,27.5,0,0.0,0,0.0,9,5.2,487,5.5
"01000","5","72","54","0","1995","A","","Alabama -- Statewide","Private","Accommodation and food services","State, NAICS Sector -- by ownership sector","All establishment sizes",6073,114594,1022220095,0,0,172,8920,"",0.86,0.84,0.81,0.00,0.00,0.96,0.96,"",132,2.2,5371,4.9,60284724,6.3,0,0.0,0,0.0,3,1.8,113,1.3
"01001","5","72","74","0","1995","A","","Autauga County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",44,891,7010599,0,0,151,7870,"",0.91,1.26,1.23,0.00,0.00,0.97,0.97,"",4,10.0,53,6.3,455015,6.9,0,0.0,0,0.0,1,0.7,50,0.6
"01003","5","72","74","0","1995","A","","Baldwin County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",260,5796,58213099,0,0,193,10044,"",1.15,1.94,2.82,0.00,0.00,1.45,1.45,"",12,4.8,576,11.0,6054726,11.6,0,0.0,0,0.0,1,0.5,52,0.5
"01009","5","72","74","0","1995","A","","Blount County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",35,394,3209058,0,0,157,8155,"",0.73,0.58,0.68,0.00,0.00,1.18,1.19,"",0,0.0,3,0.8,151699,5.0,0,0.0,0,0.0,7,4.7,331,4.2
"01015","1","72","74","0","1995","A","","Calhoun County, Alabama","Federal Government","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",1,47,555585,0,0,229,11927,"",9.78,7.40,9.17,0.00,0.00,1.25,1.25,"",0,0.0,0,0.0,20488,3.8,0,0.0,0,0.0,8,3.6,440,3.8
"01015","5","72","74","0","1995","A","","Calhoun County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",160,3376,26789441,0,0,153,7936,"",0.93,0.94,0.89,0.00,0.00,0.95,0.95,"",5,3.2,244,7.8,2220631,9.0,0,0.0,0,0.0,2,1.3,92,1.2
"01017","5","72","74","0","1995","A","","Chambers County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",41,704,5305673,0,0,145,7539,"",0.91,0.70,0.66,0.00,0.00,0.94,0.94,"",-2,-4.7,18,2.6,88314,1.7,0,0.0,0,0.0,-1,-0.7,-70,-0.9
"01021","5","72","74","0","1995","A","","Chilton County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",43,629,4770790,0,0,146,7585,"",0.84,1.05,1.15,0.00,0.00,1.09,1.09,"",0,0.0,-24,-3.7,19003,0.4,0,0.0,0,0.0,6,4.3,312,4.3
"01027","5","72","74","0","1995","A","","Clay County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",9,101,694830,0,0,133,6891,"",0.49,0.23,0.24,0.00,0.00,1.05,1.05,"",-2,-18.2,-20,-16.5,-54828,-7.3,0,0.0,0,0.0,14,11.8,691,11.1
"01029","5","72","74","0","1995","A","","Cleburne County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",12,126,988031,0,0,150,7816,"",0.90,0.54,0.60,0.00,0.00,1.11,1.11,"",1,9.1,5,4.1,146002,17.3,0,0.0,0,0.0,16,11.9,847,12.2
"01031","5","72","74","0","1995","A","","Coffee County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",52,909,6903857,0,0,146,7594,"",0.81,0.79,0.86,0.00,0.00,1.10,1.10,"",2,4.0,45,5.2,626278,10.0,0,0.0,0,0.0,6,4.3,332,4.6
"01033","5","72","74","0","1995","A","","Colbert County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",101,1579,12876174,0,0,157,8157,"",1.02,0.85,0.72,0.00,0.00,0.85,0.85,"",6,6.3,37,2.4,543024,4.4,0,0.0,0,0.0,3,1.9,159,2.0
"01039","5","72","74","0","1995","A","","Covington County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",47,630,4539547,0,0,139,7207,"",0.73,0.57,0.59,0.00,0.00,1.03,1.03,"",6,14.6,79,14.3,697975,18.2,0,0.0,0,0.0,5,3.7,239,3.4
