"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"01000","1","72","54","0","2009","A","","Alabama -- Statewide","Federal Government","Accommodation and food services","State, NAICS Sector -- by ownership sector","All establishment sizes",8,503,10552376,0,0,403,20979,"",2.13,2.40,2.55,0.00,0.00,1.06,1.06,"",1,14.3,-32,-6.0,-92369,-0.9,0,0.0,0,0.0,20,5.2,1076,5.4
"01000","2","72","54","0","2009","A","N","Alabama -- Statewide","State Government","Accommodation and food services","State, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",5.46,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01000","3","72","54","0","2009","A","","Alabama -- Statewide","Local Government","Accommodation and food services","State, NAICS Sector -- by ownership sector","All establishment sizes",193,2608,50665291,8704284,83784,374,19427,"",21.08,2.87,2.25,2.70,2.12,0.79,0.79,"",4,2.1,765,41.5,19021481,60.1,7546120,651.6,67034,400.2,44,13.3,2256,13.1
"01000","5","72","54","0","2009","A","","Alabama -- Statewide","Private","Accommodation and food services","State, NAICS Sector -- by ownership sector","All establishment sizes",8181,152204,2040832276,1179637262,14798838,258,13409,"",1.02,0.97,0.90,1.04,1.09,0.93,0.93,"",-78,-0.9,-4505,-2.9,1012364,0.0,-30452522,-2.5,375367,2.6,8,3.2,392,3.0
"01001","3","72","74","0","2009","A","N","Autauga County, Alabama","Local Government","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",14.67,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01001","5","72","74","0","2009","A","","Autauga County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",65,1436,18239095,10914917,98661,244,12701,"",1.09,1.51,1.68,1.78,1.44,1.11,1.11,"",-1,-1.5,-101,-6.6,189017,1.0,-12413,-0.1,9535,10.7,18,8.0,957,8.1
"01003","5","72","74","0","2009","A","","Baldwin County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",452,9050,137400087,74812697,982275,292,15183,"",1.26,1.78,2.40,1.95,2.41,1.35,1.35,"",14,3.2,347,4.0,3138047,2.3,1818609,2.5,42346,4.5,-5,-1.7,-244,-1.6
"01005","5","72","74","0","2009","A","","Barbour County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",45,586,6090316,4004627,46003,200,10386,"",1.06,0.72,0.69,0.68,0.63,0.96,0.95,"",2,4.7,-14,-2.3,1896,0.0,647,0.0,5457,13.5,5,2.6,243,2.4
"01007","3","72","74","0","2009","A","N","Bibb County, Alabama","Local Government","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",36.96,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01007","5","72","74","0","2009","A","","Bibb County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",16,252,2720840,1685881,26569,208,10808,"",0.68,0.72,0.68,0.82,0.89,0.94,0.94,"",-2,-11.1,8,3.3,63553,2.4,-9015,-0.5,972,3.8,-2,-1.0,-90,-0.8
"01009","5","72","74","0","2009","A","","Blount County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",46,628,7430332,4651485,51780,227,11824,"",0.87,0.85,0.94,0.95,0.94,1.10,1.10,"",1,2.2,-64,-9.2,-129151,-1.7,-277404,-5.6,-16297,-23.9,17,8.1,901,8.2
