"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"01000","1","72","54","0","2011","A","","Alabama -- Statewide","Federal Government","Accommodation and food services","State, NAICS Sector -- by ownership sector","All establishment sizes",12,546,9452611,0,0,333,17299,"",2.00,2.53,2.12,0.00,0.00,0.84,0.84,"",-2,-14.3,27,5.2,398158,4.4,0,0.0,0,0.0,-2,-0.6,-139,-0.8
"01000","2","72","54","0","2011","A","N","Alabama -- Statewide","State Government","Accommodation and food services","State, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",5.56,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01000","3","72","54","0","2011","A","","Alabama -- Statewide","Local Government","Accommodation and food services","State, NAICS Sector -- by ownership sector","All establishment sizes",192,2386,51436763,7709268,197072,415,21555,"",20.83,2.62,2.26,2.45,1.86,0.86,0.86,"",-3,-1.5,-69,-2.8,592835,1.2,-81427,-1.0,21543,12.3,17,4.3,847,4.1
"01000","5","72","54","0","2011","A","","Alabama -- Statewide","Private","Accommodation and food services","State, NAICS Sector -- by ownership sector","All establishment sizes",8365,153309,2160317992,1233842139,36279082,271,14091,"",1.03,0.96,0.90,1.04,1.05,0.94,0.94,"",109,1.3,2249,1.5,62566362,3.0,31481399,2.6,5308608,17.1,4,1.5,204,1.5
"01001","3","72","74","0","2011","A","N","Autauga County, Alabama","Local Government","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",14.66,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01001","5","72","74","0","2011","A","","Autauga County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",69,1362,18199722,10515808,287758,257,13359,"",1.15,1.46,1.65,1.71,1.75,1.13,1.13,"",0,0.0,-63,-4.4,-462904,-2.5,-328730,-3.0,33653,13.2,5,2.0,265,2.0
"01003","5","72","74","0","2011","A","","Baldwin County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",474,10300,166842528,89979343,3002869,312,16198,"",1.32,1.97,2.78,2.22,2.72,1.42,1.42,"",14,3.0,1026,11.1,23355363,16.3,12796601,16.6,936612,45.3,14,4.7,727,4.7
"01005","5","72","74","0","2011","A","","Barbour County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",47,527,5999385,3868955,114313,219,11384,"",1.13,0.66,0.66,0.66,0.58,1.00,0.99,"",0,0.0,-49,-8.5,-351260,-5.5,-302517,-7.3,7075,6.6,7,3.3,360,3.3
"01007","3","72","74","0","2011","A","N","Bibb County, Alabama","Local Government","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",37.27,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01007","5","72","74","0","2011","A","N","Bibb County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",15,0,0,0,0,0,0,"N",0.64,0,0,0,0,0,0,"N",-1,-6.2,0,0,0,0,0,0,0,0,0,0,0,0
"01009","5","72","74","0","2011","A","","Blount County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",42,577,6964080,4249780,106122,232,12068,"",0.82,0.81,0.90,0.90,0.80,1.11,1.11,"",-1,-2.3,9,1.6,-186256,-2.6,-142736,-3.2,3275,3.2,-10,-4.1,-519,-4.1
"01011","5","72","74","0","2011","A","N","Bullock County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",10,0,0,0,0,0,0,"N",0.98,0,0,0,0,0,0,"N",-1,-9.1,0,0,0,0,0,0,0,0,0,0,0,0
"01013","5","72","74","0","2011","A","","Butler County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",40,705,8801453,5475706,153425,240,12484,"",1.17,1.25,1.45,1.24,1.04,1.16,1.16,"",-2,-4.8,-21,-2.9,-174414,-1.9,-128514,-2.3,13577,9.7,2,0.8,128,1.0
"01015","1","72","74","0","2011","A","","Calhoun County, Alabama","Federal Government","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",1,25,427893,0,0,325,16891,"",7.75,4.56,4.14,0.00,0.00,0.90,0.90,"",0,0.0,8,47.1,146652,52.1,0,0.0,0,0.0,10,3.2,508,3.1
"01015","3","72","74","0","2011","A","N","Calhoun County, Alabama","Local Government","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",5.05,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01015","5","72","74","0","2011","A","","Calhoun County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",222,4461,58362767,35182564,1011021,252,13083,"",1.28,1.10,1.05,1.34,1.22,0.96,0.96,"",3,1.4,-58,-1.3,388352,0.7,-96593,-0.3,96180,10.5,5,2.0,255,2.0
"01017","3","72","74","0","2011","A","","Chambers County, Alabama","Local Government","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",12,45,840582,0,0,359,18680,"",255.71,11.37,11.27,0.00,0.00,0.99,0.99,"",0,0.0,-5,-10.0,-73265,-8.0,0,0.0,0,0.0,10,2.9,554,3.1
"01017","5","72","74","0","2011","A","","Chambers County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",50,624,8110046,5003057,150262,250,12992,"",1.21,0.90,1.03,1.03,1.16,1.15,1.15,"",0,0.0,-13,-2.0,-18905,-0.2,98659,2.0,21884,17.0,4,1.6,226,1.8
"01019","5","72","74","0","2011","A","","Cherokee County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",29,355,4147993,2726953,73242,225,11698,"",1.03,0.84,0.90,0.95,0.71,1.08,1.08,"",-1,-3.3,36,11.3,278913,7.2,237603,9.5,12564,20.7,-8,-3.4,-421,-3.5
"01021","5","72","74","0","2011","A","N","Chilton County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",56,0,0,0,0,0,0,"N",1.09,0,0,0,0,0,0,"N",1,1.8,0,0,0,0,0,0,0,0,0,0,0,0
"01023","5","72","74","0","2011","A","","Choctaw County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",19,125,1437176,971274,29719,222,11528,"",0.93,0.41,0.29,0.41,0.49,0.70,0.70,"",2,11.8,-18,-12.6,-150933,-9.5,-140379,-12.6,3759,14.5,9,4.2,442,4.0
"01025","3","72","74","0","2011","A","N","Clarke County, Alabama","Local Government","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,"N",53.54,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01025","5","72","74","0","2011","A","","Clarke County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",47,566,6695574,4428524,161382,228,11835,"",0.95,0.80,0.75,0.90,1.21,0.94,0.94,"",-1,-2.1,-10,-1.7,30577,0.5,-63541,-1.4,21974,15.8,6,2.7,269,2.3
"01027","5","72","74","0","2011","A","","Clay County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",9,90,1071742,645490,14647,230,11975,"",0.57,0.28,0.32,0.32,0.19,1.14,1.14,"",0,0.0,-10,-10.0,-46693,-4.2,-24490,-3.7,355,2.5,15,7.0,781,7.0
"01029","3","72","74","0","2011","A","","Cleburne County, Alabama","Local Government","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",5,37,549788,0,0,290,15063,"",296.62,31.71,22.38,0.00,0.00,0.72,0.72,"",0,0.0,0,0.0,657,0.1,0,0.0,0,0.0,5,1.8,255,1.7
"01029","5","72","74","0","2011","A","","Cleburne County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",11,117,1298186,891240,23783,213,11056,"",0.74,0.57,0.50,0.67,0.50,0.88,0.87,"",-1,-8.3,-14,-10.7,-96056,-6.9,-75558,-7.8,-833,-3.4,8,3.9,406,3.8
"01031","3","72","74","0","2011","A","N","Coffee County, Alabama","Local Government","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",12.44,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01031","5","72","74","0","2011","A","","Coffee County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",74,1212,15378217,9674244,268858,244,12689,"",1.05,0.96,1.10,1.00,1.12,1.16,1.16,"",-8,-9.8,-75,-5.8,-997161,-6.1,-457469,-4.5,19270,7.7,-1,-0.4,-40,-0.3
"01033","3","72","74","0","2011","A","N","Colbert County, Alabama","Local Government","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",9.59,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01033","5","72","74","0","2011","A","","Colbert County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",98,1553,18903784,11672614,303101,234,12172,"",1.07,0.82,0.69,0.84,0.66,0.84,0.84,"",-4,-3.9,-18,-1.1,106559,0.6,27915,0.2,34892,13.0,4,1.7,207,1.7
"01035","5","72","74","0","2011","A","N","Conecuh County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",18,0,0,0,0,0,0,"N",1.05,0,0,0,0,0,0,"N",-1,-5.3,0,0,0,0,0,0,0,0,0,0,0,0
"01037","3","72","74","0","2011","A","N","Coosa County, Alabama","Local Government","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",202.18,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01037","5","72","74","0","2011","A","N","Coosa County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",0.23,0,0,0,0,0,0,"N",-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0
"01039","3","72","74","0","2011","A","N","Covington County, Alabama","Local Government","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",13.69,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01039","5","72","74","0","2011","A","","Covington County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",59,757,9000178,5977185,191553,229,11891,"",0.92,0.70,0.71,0.72,0.70,1.03,1.02,"",-4,-6.3,-52,-6.4,-15056,-0.2,17531,0.3,41385,27.6,15,7.0,740,6.6
