"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"01000","1","72","54","0","2014","A","","Alabama -- Statewide","Federal Government","Accommodation and food services","State, NAICS Sector -- by ownership sector","All establishment sizes",10,417,7548133,0,0,349,18123,"",1.93,2.69,2.33,0.00,0.00,0.87,0.87,"",0,0.0,-67,-13.8,-1145121,-13.2,0,0.0,0,0.0,3,0.9,149,0.8
"01000","2","72","54","0","2014","A","N","Alabama -- Statewide","State Government","Accommodation and food services","State, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",4.69,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01000","3","72","54","0","2014","A","","Alabama -- Statewide","Local Government","Accommodation and food services","State, NAICS Sector -- by ownership sector","All establishment sizes",151,2130,52315095,8509762,125364,472,24563,"",17.52,2.00,1.84,2.47,1.75,0.92,0.92,"",-36,-19.3,-163,-7.1,-1074005,-2.0,397966,4.9,-27110,-17.8,24,5.4,1282,5.5
"01000","5","72","54","0","2014","A","","Alabama -- Statewide","Private","Accommodation and food services","State, NAICS Sector -- by ownership sector","All establishment sizes",8662,167656,2463906921,1372924410,23727726,283,14696,"",1.05,0.98,0.92,1.08,1.04,0.94,0.93,"",170,2.0,4641,2.8,99715130,4.2,46555311,3.5,-3626406,-13.3,4,1.4,193,1.3
"01001","3","72","74","0","2014","A","N","Autauga County, Alabama","Local Government","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",16.58,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01001","5","72","74","0","2014","A","","Autauga County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",66,1413,19178138,11025109,163525,261,13569,"",1.14,1.47,1.61,1.81,1.69,1.09,1.09,"",1,1.5,55,4.1,1368461,7.7,853516,8.4,-24827,-13.2,9,3.6,450,3.4
"01003","5","72","74","0","2014","A","","Baldwin County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",511,11857,208186857,106636098,2091646,338,17558,"",1.34,1.99,2.90,2.28,2.69,1.46,1.46,"",7,1.4,538,4.8,14805443,7.7,5923729,5.9,-294176,-12.3,9,2.7,473,2.8
"01005","5","72","74","0","2014","A","","Barbour County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",50,631,7380091,4956740,100085,225,11691,"",1.25,0.84,0.80,0.89,1.00,0.95,0.95,"",0,0.0,15,2.4,278939,3.9,246546,5.2,3455,3.6,3,1.4,158,1.4
"01007","3","72","74","0","2014","A","N","Bibb County, Alabama","Local Government","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",39.73,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01007","5","72","74","0","2014","A","","Bibb County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",15,262,3544392,2006266,49031,260,13511,"",0.62,0.67,0.67,0.77,0.94,1.00,1.00,"",0,0.0,26,11.0,276377,8.5,231619,13.1,2209,4.7,-7,-2.6,-351,-2.5
