"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"01000","1","72","54","0","2023","A","","Alabama -- Statewide","Federal Government","NAICS 72 Accommodation and food services","State, NAICS Sector -- by ownership sector","All establishment sizes",16,274,9357308,0,0,658,34213,"",3.08,2.57,2.90,0.00,0.00,1.13,1.13,"",4,33.3,24,9.6,955559,11.4,0,0.0,0,0.0,12,1.9,628,1.9
"01000","2","72","54","0","2023","A","","Alabama -- Statewide","State Government","NAICS 72 Accommodation and food services","State, NAICS Sector -- by ownership sector","All establishment sizes",2,40,767528,0,0,371,19309,"N",10.83,0,0,0,0,0,0,"",0,0.0,1,2.6,23365,3.1,0,0.0,0,0.0,0,0.0,22,0.1
"01000","3","72","54","0","2023","A","","Alabama -- Statewide","Local Government","NAICS 72 Accommodation and food services","State, NAICS Sector -- by ownership sector","All establishment sizes",138,945,28495868,0,0,580,30168,"",14.87,0.68,0.51,0.00,0.00,0.75,0.75,"",-3,-2.1,-21,-2.2,1151305,4.2,-24000,-100.0,-169,-100.0,35,6.4,1851,6.5
"01000","5","72","54","0","2023","A","","Alabama -- Statewide","Private","NAICS 72 Accommodation and food services","State, NAICS Sector -- by ownership sector","All establishment sizes",10914,183345,4173701866,1822242183,12267423,438,22764,"",1.06,0.97,0.93,1.09,1.24,0.96,0.96,"",292,2.7,6779,3.8,325730294,8.5,77393292,4.4,-8709439,-41.5,19,4.5,971,4.5
"01001","3","72","74","0","2023","A","N","Autauga County, Alabama","Local Government","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",15.71,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01001","5","72","74","0","2023","A","","Autauga County, Alabama","Private","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",77,1299,25986933,12438464,47464,385,20013,"",1.09,1.20,1.22,1.45,0.84,1.02,1.01,"",1,1.3,51,4.1,2124108,8.9,464568,3.9,-69582,-59.4,17,4.6,884,4.6
"01003","5","72","74","0","2023","A","","Baldwin County, Alabama","Private","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",726,13772,387500067,145742863,947760,541,28137,"",1.33,1.82,2.65,2.05,2.38,1.46,1.45,"",26,3.7,435,3.3,15372790,4.1,2604081,1.8,-733536,-43.6,4,0.7,234,0.8
"01005","5","72","74","0","2023","A","","Barbour County, Alabama","Private","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",53,767,13028690,7249560,64177,327,16996,"",1.36,1.09,1.07,1.17,1.76,0.98,0.98,"",3,6.0,98,14.6,1860311,16.7,1167896,19.2,-17820,-21.7,6,1.9,302,1.8
"01007","5","72","74","0","2023","A","","Bibb County, Alabama","Private","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",17,209,3183539,1680003,10624,293,15220,"",0.60,0.48,0.36,0.48,0.46,0.75,0.75,"",0,0.0,10,5.0,50993,1.6,-68850,-3.9,-11886,-52.8,-10,-3.3,-528,-3.4
"01009","5","72","74","0","2023","A","","Blount County, Alabama","Private","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",66,770,13924230,6778690,33864,348,18083,"",1.08,0.95,1.00,1.11,1.11,1.05,1.04,"",2,3.1,15,2.0,1016648,7.9,97659,1.5,-38763,-53.4,19,5.8,979,5.7
"01011","5","72","74","0","2023","A","N","Bullock County, Alabama","Private","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",11,0,0,0,0,0,0,"N",0.79,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01013","5","72","74","0","2023","A","N","Butler County, Alabama","Private","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",40,0,0,0,0,0,0,"N",1.11,0,0,0,0,0,0,"N",1,2.6,0,0,0,0,0,0,0,0,0,0,0,0
"01015","1","72","74","0","2023","A","","Calhoun County, Alabama","Federal Government","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",2,2,67129,0,0,704,36616,"",21.51,0.89,1.18,0.00,0.00,1.45,1.45,"",0,0.0,-12,-85.7,-386469,-85.2,0,0.0,0,0.0,66,10.3,3426,10.3
"01015","3","72","74","0","2023","A","N","Calhoun County, Alabama","Local Government","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",12.04,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01015","5","72","74","0","2023","A","","Calhoun County, Alabama","Private","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",247,4709,95011455,46672798,306453,388,20178,"",1.34,1.18,1.21,1.49,1.70,1.02,1.02,"",1,0.4,-13,-0.3,4966003,5.5,1901728,4.2,-228503,-42.7,21,5.7,1110,5.8
"01017","3","72","74","0","2023","A","","Chambers County, Alabama","Local Government","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",9,46,1141431,0,0,479,24904,"",197.53,7.88,5.92,0.00,0.00,0.76,0.75,"",-2,-18.2,2,4.5,109587,10.6,0,0.0,0,0.0,27,6.0,1409,6.0
"01017","5","72","74","0","2023","A","","Chambers County, Alabama","Private","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",71,818,14939945,7709626,49906,351,18255,"",1.40,1.03,0.97,1.10,1.16,0.94,0.94,"",-1,-1.4,3,0.4,414159,2.9,102691,1.3,-41113,-45.2,8,2.3,434,2.4
"01019","5","72","74","0","2023","A","","Cherokee County, Alabama","Private","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",36,503,8726544,4832003,20822,333,17335,"",1.12,1.04,1.05,1.15,0.84,1.01,1.01,"",-1,-2.7,11,2.2,843557,10.7,356995,8.0,-25761,-55.3,25,8.1,1310,8.2
"01021","5","72","74","0","2023","A","","Chilton County, Alabama","Private","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",67,985,18639796,9371207,45064,364,18925,"",1.11,1.17,1.20,1.35,0.99,1.03,1.02,"",2,3.1,56,6.0,1632928,9.6,627575,7.2,-33732,-42.8,12,3.4,627,3.4
"01023","5","72","74","0","2023","A","","Choctaw County, Alabama","Private","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",18,139,2354474,1286607,13068,325,16918,"",0.75,0.46,0.34,0.48,0.43,0.73,0.73,"",-5,-21.7,-6,-4.1,210603,9.8,29386,2.3,-12223,-48.3,40,14.0,2107,14.2
"01025","3","72","74","0","2023","A","N","Clarke County, Alabama","Local Government","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",44.18,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01025","5","72","74","0","2023","A","","Clarke County, Alabama","Private","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",61,708,11211345,5760352,45991,304,15826,"",1.21,0.95,0.76,0.95,1.36,0.80,0.80,"",-1,-1.6,21,3.1,27935,0.2,-191503,-3.2,-35737,-43.7,-9,-2.9,-455,-2.8
"01027","5","72","74","0","2023","A","","Clay County, Alabama","Private","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",16,149,2149033,1201199,9713,278,14439,"",0.98,0.39,0.33,0.36,0.59,0.86,0.86,"N",2,14.3,0,0,0,0,0,0,0,0,0,0,0,0
"01029","3","72","74","0","2023","A","","Cleburne County, Alabama","Local Government","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",4,27,620849,0,0,445,23137,"",235.74,15.68,9.72,0.00,0.00,0.62,0.62,"",0,0.0,0,0.0,63611,11.4,0,0.0,0,0.0,48,12.1,2499,12.1
"01029","5","72","74","0","2023","A","","Cleburne County, Alabama","Private","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",10,134,2568405,1228283,4518,367,19108,"",0.53,0.57,0.50,0.63,0.34,0.87,0.87,"",-3,-23.1,10,8.1,187510,7.9,28240,2.4,-6525,-59.1,-3,-0.8,-145,-0.8
"01031","3","72","74","0","2023","A","N","Coffee County, Alabama","Local Government","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",12.66,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01031","5","72","74","0","2023","A","","Coffee County, Alabama","Private","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",122,1780,33223101,16717524,95486,359,18666,"",1.39,1.16,1.22,1.20,1.54,1.06,1.06,"",8,7.0,8,0.5,1611542,5.1,106980,0.6,-87193,-47.7,16,4.7,829,4.6
"01033","3","72","74","0","2023","A","N","Colbert County, Alabama","Local Government","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",10.93,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01033","5","72","74","0","2023","A","","Colbert County, Alabama","Private","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",111,1818,34397235,17069534,151450,364,18916,"",1.09,0.82,0.70,0.88,1.37,0.84,0.84,"",-5,-4.3,139,8.3,3278262,10.5,700915,4.3,-64229,-29.8,8,2.2,385,2.1
"01035","5","72","74","0","2023","A","N","Conecuh County, Alabama","Private","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",16,0,0,0,0,0,0,"N",0.86,0,0,0,0,0,0,"N",-3,-15.8,0,0,0,0,0,0,0,0,0,0,0,0
"01037","3","72","74","0","2023","A","N","Coosa County, Alabama","Local Government","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",106.68,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01037","5","72","74","0","2023","A","N","Coosa County, Alabama","Private","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",5,0,0,0,0,0,0,"N",0.48,0,0,0,0,0,0,"N",2,66.7,0,0,0,0,0,0,0,0,0,0,0,0
"01039","3","72","74","0","2023","A","N","Covington County, Alabama","Local Government","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",15.48,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01039","5","72","74","0","2023","A","","Covington County, Alabama","Private","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",76,1009,18308485,9489786,55310,349,18153,"",1.06,0.92,0.94,1.06,1.02,1.01,1.01,"",2,2.7,-4,-0.4,268778,1.5,11781,0.1,-43704,-44.1,7,2.0,351,2.0
"01041","5","72","74","0","2023","A","N","Crenshaw County, Alabama","Private","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",17,0,0,0,0,0,0,"N",0.87,0,0,0,0,0,0,"N",-1,-5.6,0,0,0,0,0,0,0,0,0,0,0,0
"01043","5","72","74","0","2023","A","","Cullman County, Alabama","Private","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",158,2814,59768339,28287214,151559,408,21238,"",1.07,1.00,1.08,1.10,1.14,1.08,1.08,"",6,3.9,163,6.1,5513731,10.2,2101624,8.0,-130391,-46.2,14,3.6,774,3.8
"01045","1","72","74","0","2023","A","","Dale County, Alabama","Federal Government","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",2,56,1479418,0,0,511,26576,"",54.71,60.61,50.06,0.00,0.00,0.83,0.83,"",0,0.0,10,21.7,135377,10.1,0,0.0,0,0.0,-53,-9.4,-2749,-9.4
"01045","3","72","74","0","2023","A","N","Dale County, Alabama","Local Government","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",15.31,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01045","5","72","74","0","2023","A","","Dale County, Alabama","Private","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",81,1108,22204942,10014898,66673,386,20050,"",1.12,0.68,0.54,0.83,1.00,0.80,0.80,"",-1,-1.2,1,0.1,1378984,6.6,135609,1.4,-65003,-49.4,24,6.6,1229,6.5
"01047","3","72","74","0","2023","A","","Dallas County, Alabama","Local Government","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",8,33,788008,0,0,460,23939,"",138.73,4.31,3.24,0.00,0.00,0.75,0.75,"",0,0.0,0,0.0,34226,4.5,0,0.0,0,0.0,24,5.5,1269,5.6
"01047","5","72","74","0","2023","A","","Dallas County, Alabama","Private","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",59,751,13556380,6855502,49625,347,18045,"",0.92,0.72,0.70,0.77,0.63,0.96,0.96,"",2,3.5,-19,-2.5,1030207,8.2,179791,2.7,-37858,-43.3,34,10.9,1779,10.9
"01049","5","72","74","0","2023","A","","DeKalb County, Alabama","Private","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",116,1881,39787000,18399031,92959,407,21150,"",1.23,0.91,0.99,0.94,0.97,1.09,1.09,"",3,2.7,89,5.0,3526630,9.7,911969,5.2,-78926,-45.9,18,4.6,918,4.5
"01051","3","72","74","0","2023","A","N","Elmore County, Alabama","Local Government","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",19.73,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01051","5","72","74","0","2023","A","","Elmore County, Alabama","Private","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",162,3196,68458718,30705543,152980,412,21421,"",1.44,1.71,2.06,1.95,1.96,1.20,1.20,"",6,3.8,169,5.6,6999174,11.4,1990826,6.9,-162459,-51.5,21,5.4,1114,5.5
"01053","5","72","74","0","2023","A","","Escambia County, Alabama","Private","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",69,1017,18641641,9214257,71894,352,18326,"",1.13,0.87,0.80,0.94,1.24,0.92,0.92,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01055","3","72","74","0","2023","A","","Etowah County, Alabama","Local Government","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",3,16,325100,0,0,403,20974,"",21.29,0.73,0.49,0.00,0.00,0.69,0.69,"",0,0.0,1,6.7,32407,11.1,0,0.0,0,0.0,36,9.8,1885,9.9
"01055","5","72","74","0","2023","A","","Etowah County, Alabama","Private","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",208,3583,70497819,34607741,189526,378,19674,"",1.33,1.20,1.33,1.26,1.29,1.10,1.10,"",9,4.5,161,4.7,5055067,7.7,1339282,4.0,-172551,-47.7,10,2.7,549,2.9
"01057","5","72","74","0","2023","A","","Fayette County, Alabama","Private","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",22,291,4073577,2160314,8884,269,13995,"",0.89,0.82,0.67,0.78,0.43,0.82,0.82,"",2,10.0,14,5.1,286520,7.6,-4339,-0.2,-10177,-53.4,6,2.3,340,2.5
"01059","5","72","74","0","2023","A","","Franklin County, Alabama","Private","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",55,662,12118748,6092606,43544,352,18320,"",1.25,0.68,0.68,0.73,0.90,1.00,1.00,"",3,5.8,-6,-0.9,861217,7.7,-29394,-0.5,-23454,-35.0,28,8.6,1457,8.6
"01061","5","72","74","0","2023","A","N","Geneva County, Alabama","Private","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",34,0,0,0,0,0,0,"N",0.84,0,0,0,0,0,0,"N",-1,-2.9,0,0,0,0,0,0,0,0,0,0,0,0
"01063","5","72","74","0","2023","A","","Greene County, Alabama","Private","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",7,47,932056,497061,7328,384,19973,"",0.60,0.29,0.35,0.36,0.59,1.21,1.21,"",2,40.0,-3,-6.0,82910,9.8,-22111,-4.3,-760,-9.4,54,16.4,2819,16.4
"01065","5","72","74","0","2023","A","N","Hale County, Alabama","Private","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",11,0,0,0,0,0,0,"N",0.52,0,0,0,0,0,0,"N",-1,-8.3,0,0,0,0,0,0,0,0,0,0,0,0
"01067","5","72","74","0","2023","A","","Henry County, Alabama","Private","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",27,257,4687261,2287792,14341,350,18221,"",0.97,0.72,0.63,0.75,1.27,0.88,0.88,"",1,3.8,9,3.6,390903,9.1,121079,5.6,-9721,-40.4,16,4.8,868,5.0
"01069","5","72","74","0","2023","A","","Houston County, Alabama","Private","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",302,5320,110615644,51820154,331412,400,20794,"",1.28,1.15,1.17,1.26,1.58,1.01,1.01,"",10,3.4,201,3.9,8942168,8.8,1884005,3.8,-283314,-46.1,18,4.7,933,4.7
"01071","5","72","74","0","2023","A","","Jackson County, Alabama","Private","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",91,1047,19709609,10412212,59018,362,18822,"",1.17,0.74,0.74,0.82,0.77,0.99,0.99,"",-2,-2.2,-32,-3.0,111412,0.6,120864,1.2,-50706,-46.2,13,3.7,660,3.6
