"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"01000","1","72","54","0","2006","A","","Alabama -- Statewide","Federal Government","Accommodation and food services","State, NAICS Sector -- by ownership sector","All establishment sizes",5,634,9826034,0,0,298,15505,"",1.30,3.08,2.80,0.00,0.00,0.91,0.91,"",0,0.0,-30,-4.5,774630,8.6,0,0.0,0,0.0,36,13.7,1872,13.7
"01000","3","72","54","0","2006","A","","Alabama -- Statewide","Local Government","Accommodation and food services","State, NAICS Sector -- by ownership sector","All establishment sizes",190,1581,22003251,0,0,268,13920,"",22.67,2.14,1.36,0.00,0.00,0.63,0.63,"",1,0.5,-14,-0.9,1618349,7.9,0,0.0,0,0.0,22,8.9,1139,8.9
"01000","5","72","54","0","2006","A","","Alabama -- Statewide","Private","Accommodation and food services","State, NAICS Sector -- by ownership sector","All establishment sizes",7830,152700,1843694047,1128705930,13543029,232,12074,"",1.00,0.95,0.86,0.96,0.98,0.90,0.90,"",108,1.4,4555,3.1,107084753,6.2,43930672,4.0,-3925772,-22.5,7,3.1,352,3.0
"01001","3","72","74","0","2006","A","N","Autauga County, Alabama","Local Government","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",16.23,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01001","5","72","74","0","2006","A","","Autauga County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",68,1626,20033989,12194316,105199,237,12319,"",1.18,1.74,1.99,1.93,1.64,1.15,1.15,"",-1,-1.4,-13,-0.8,-245541,-1.2,-520550,-4.1,-56613,-35.0,-1,-0.4,-55,-0.4
"01003","5","72","74","0","2006","A","","Baldwin County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",375,7754,111643447,64874712,771415,277,14399,"",1.11,1.57,2.08,1.69,2.01,1.32,1.32,"",5,1.4,381,5.2,7970062,7.7,1475253,2.3,-232313,-23.1,7,2.6,338,2.4
"01005","5","72","74","0","2006","A","","Barbour County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",43,702,6185893,4039285,47916,169,8813,"",1.01,0.76,0.67,0.59,0.53,0.88,0.88,"",-4,-8.5,13,1.9,259943,4.4,118951,3.0,-15663,-24.6,4,2.4,211,2.5
"01007","3","72","74","0","2006","A","N","Bibb County, Alabama","Local Government","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",39.24,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01007","5","72","74","0","2006","A","","Bibb County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",19,281,2680150,1819386,24293,183,9538,"",0.80,0.83,0.75,0.84,0.92,0.90,0.90,"",-2,-9.5,-15,-5.1,-45711,-1.7,-151053,-7.7,-17607,-42.0,6,3.4,339,3.7
"01009","5","72","74","0","2006","A","","Blount County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",43,542,5624987,3797930,38075,200,10388,"",0.80,0.76,0.77,0.79,0.73,1.01,1.01,"",-3,-6.5,-17,-3.0,142382,2.6,-4529,-0.1,-14571,-27.7,11,5.8,585,6.0
