"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"01000","1","72","54","0","2003","A","","Alabama -- Statewide","Federal Government","Accommodation and food services","State, NAICS Sector -- by ownership sector","All establishment sizes",5,586,8410696,0,0,276,14359,"",1.24,2.68,2.58,0.00,0.00,0.96,0.96,"",-1,-16.7,6,1.0,-107123,-1.3,0,0.0,0,0.0,-6,-2.1,-323,-2.2
"01000","3","72","54","0","2003","A","","Alabama -- Statewide","Local Government","Accommodation and food services","State, NAICS Sector -- by ownership sector","All establishment sizes",187,1599,19841294,0,0,239,12411,"",24.32,3.10,1.98,0.00,0.00,0.64,0.64,"",153,450.0,1176,278.0,14585356,277.5,0,0.0,0,0.0,0,0.0,-29,-0.2
"01000","5","72","54","0","2003","A","","Alabama -- Statewide","Private","Accommodation and food services","State, NAICS Sector -- by ownership sector","All establishment sizes",7299,139896,1572161565,994564181,13659459,216,11238,"",0.98,0.95,0.88,0.96,1.00,0.92,0.93,"",151,2.1,3028,2.2,63347751,4.2,28226121,2.9,2448188,21.8,4,1.9,214,1.9
"01001","3","72","74","0","2003","A","N","Autauga County, Alabama","Local Government","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01001","5","72","74","0","2003","A","","Autauga County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",68,1565,18055529,11356397,126210,222,11540,"",1.27,1.74,2.01,1.88,1.57,1.16,1.16,"",4,6.2,101,6.9,2113488,13.3,911053,8.7,32034,34.0,13,6.2,653,6.0
"01003","5","72","74","0","2003","A","","Baldwin County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",361,7528,100845602,59773496,818839,258,13397,"",1.26,1.81,2.57,1.98,2.38,1.42,1.42,"",3,0.8,86,1.2,3815487,3.9,2360900,4.1,178577,27.9,7,2.8,358,2.7
"01005","5","72","74","0","2003","A","","Barbour County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",46,705,5937272,3984267,54457,162,8418,"",1.09,0.78,0.72,0.60,0.51,0.93,0.93,"",3,7.0,59,9.1,270071,4.8,320310,8.7,5812,11.9,-7,-4.1,-349,-4.0
"01007","3","72","74","0","2003","A","N","Bibb County, Alabama","Local Government","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01007","5","72","74","0","2003","A","","Bibb County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",18,222,2078462,1544919,30869,180,9377,"",0.79,0.72,0.71,0.84,1.07,0.98,0.99,"",4,28.6,52,30.6,649475,45.5,485963,45.9,21187,218.8,18,11.1,959,11.4
"01009","5","72","74","0","2003","A","","Blount County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",42,546,5153296,3614160,48384,182,9444,"",0.84,0.82,0.84,0.82,1.06,1.02,1.02,"",-1,-2.3,17,3.2,214320,4.3,165465,4.8,5951,14.0,2,1.1,100,1.1
"01011","5","72","74","0","2003","A","N","Bullock County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01013","5","72","74","0","2003","A","N","Butler County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01015","1","72","74","0","2003","A","","Calhoun County, Alabama","Federal Government","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",1,34,543341,0,0,307,15981,"",10.79,6.04,7.24,0.00,0.00,1.20,1.20,"",0,0.0,1,3.0,43787,8.8,0,0.0,0,0.0,14,4.8,727,4.8
"01015","3","72","74","0","2003","A","N","Calhoun County, Alabama","Local Government","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01015","5","72","74","0","2003","A","","Calhoun County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",206,4255,43778505,29102599,391677,198,10288,"",1.20,1.12,1.06,1.19,1.23,0.95,0.95,"",0,0.0,9,0.2,1761195,4.2,746836,2.6,57896,17.3,8,4.2,392,4.0
"01017","3","72","74","0","2003","A","","Chambers County, Alabama","Local Government","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",10,44,595779,0,0,262,13618,"",229.55,13.65,10.84,0.00,0.00,0.80,0.80,"N",10,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"01017","5","72","74","0","2003","A","","Chambers County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",47,683,6790882,4380430,57914,191,9937,"",1.11,0.74,0.69,0.66,0.68,0.93,0.93,"",1,2.2,-25,-3.5,29825,0.4,-69870,-1.6,7409,14.7,7,3.8,392,4.1
"01019","5","72","74","0","2003","A","N","Cherokee County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01021","5","72","74","0","2003","A","","Chilton County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",51,741,7435750,5151663,99764,193,10029,"",0.99,1.14,1.22,1.15,1.81,1.07,1.07,"",-2,-3.8,-1,-0.1,37988,0.5,-105466,-2.0,5629,6.0,1,0.5,60,0.6
"01023","5","72","74","0","2003","A","","Choctaw County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",14,152,1165542,843957,13951,148,7676,"",0.64,0.47,0.24,0.35,0.48,0.52,0.52,"",-2,-12.5,-30,-16.5,-607276,-34.3,-332636,-28.3,-3524,-20.2,-39,-20.9,-2060,-21.2
"01025","3","72","74","0","2003","A","","Clarke County, Alabama","Local Government","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",3,13,175913,0,0,262,13619,"",58.63,4.96,4.15,0.00,0.00,0.84,0.84,"N",3,100.0,0,0,0,0,0,0,0,0,0,0,0,0
