"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"01000","1","72","54","0","1991","A","","Alabama -- Statewide","Federal Government","Accommodation and food services","State, NAICS Sector -- by ownership sector","All establishment sizes",5,349,3492935,0,0,193,10020,"",1.04,0.94,1.01,0.00,0.00,1.08,1.08,"",0,0.0,2,0.6,410310,13.3,0,0.0,0,0.0,22,12.9,1134,12.8
"01000","3","72","54","0","1991","A","","Alabama -- Statewide","Local Government","Accommodation and food services","State, NAICS Sector -- by ownership sector","All establishment sizes",4,242,1948501,0,0,155,8046,"",1.67,3.23,2.07,0.00,0.00,0.64,0.64,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01000","5","72","54","0","1991","A","","Alabama -- Statewide","Private","Accommodation and food services","State, NAICS Sector -- by ownership sector","All establishment sizes",5220,95239,760680740,0,0,154,7987,"",0.82,0.81,0.77,0.00,0.00,0.96,0.96,"",822,18.7,4067,4.5,42071572,5.9,0,0.0,0,0.0,2,1.3,105,1.3
"01001","5","72","74","0","1991","A","","Autauga County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",35,612,4360589,0,0,137,7121,"",0.81,1.03,0.98,0.00,0.00,0.95,0.95,"",3,9.4,93,17.9,596391,15.8,0,0.0,0,0.0,-3,-2.1,-135,-1.9
"01003","5","72","74","0","1991","A","","Baldwin County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",208,4237,38946496,0,0,177,9192,"",1.20,1.99,2.96,0.00,0.00,1.49,1.49,"",28,15.6,270,6.8,3770838,10.7,0,0.0,0,0.0,6,3.5,324,3.7
"01009","5","72","74","0","1991","A","","Blount County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",29,306,2102386,0,0,132,6876,"",0.70,0.58,0.68,0.00,0.00,1.17,1.17,"",-2,-6.5,8,2.7,3714,0.2,0,0.0,0,0.0,-3,-2.2,-159,-2.3
"01015","1","72","74","0","1991","A","","Calhoun County, Alabama","Federal Government","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",1,47,491437,0,0,201,10456,"",8.38,4.48,5.44,0.00,0.00,1.22,1.21,"",0,0.0,-1,-2.1,26629,5.7,0,0.0,0,0.0,15,8.1,806,8.4
"01015","5","72","74","0","1991","A","","Calhoun County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",134,2873,21807911,0,0,146,7590,"",0.85,0.86,0.85,0.00,0.00,0.99,0.99,"",16,13.6,124,4.5,1370448,6.7,0,0.0,0,0.0,3,2.1,154,2.1
"01017","5","72","74","0","1991","A","","Chambers County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",37,561,4023407,0,0,138,7173,"",0.89,0.59,0.63,0.00,0.00,1.06,1.06,"",3,8.8,52,10.2,507154,14.4,0,0.0,0,0.0,5,3.8,264,3.8
"01021","5","72","74","0","1991","A","","Chilton County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",32,461,3062410,0,0,128,6642,"",0.76,1.01,1.08,0.00,0.00,1.07,1.06,"",2,6.7,51,12.4,529657,20.9,0,0.0,0,0.0,9,7.6,467,7.6
"01027","5","72","74","0","1991","A","","Clay County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",6,64,407941,0,0,123,6382,"",0.37,0.19,0.21,0.00,0.00,1.12,1.11,"",-1,-14.3,27,73.0,215682,112.2,0,0.0,0,0.0,24,24.2,1209,23.4
"01029","5","72","74","0","1991","A","","Cleburne County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",10,99,645259,0,0,125,6518,"",0.85,0.51,0.52,0.00,0.00,1.01,1.01,"",-1,-9.1,18,22.2,152076,30.8,0,0.0,0,0.0,8,6.8,442,7.3
"01031","5","72","74","0","1991","A","","Coffee County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",45,871,5685789,0,0,126,6530,"",0.74,0.93,0.99,0.00,0.00,1.07,1.06,"",3,7.1,155,21.6,1125982,24.7,0,0.0,0,0.0,4,3.3,162,2.5
"01033","5","72","74","0","1991","A","","Colbert County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",78,1307,9475429,0,0,139,7248,"",0.87,0.78,0.62,0.00,0.00,0.80,0.80,"",6,8.3,70,5.7,652198,7.4,0,0.0,0,0.0,2,1.5,112,1.6
"01039","5","72","74","0","1991","A","","Covington County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",42,471,3176296,0,0,130,6740,"",0.71,0.50,0.53,0.00,0.00,1.06,1.06,"",3,7.7,-4,-0.8,12000,0.4,0,0.0,0,0.0,2,1.6,78,1.2
"01043","5","72","74","0","1991","A","","Cullman County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",61,1361,11507280,0,0,163,8453,"",0.66,0.90,1.11,0.00,0.00,1.23,1.23,"",4,7.0,-1,-0.1,451350,4.1,0,0.0,0,0.0,7,4.5,334,4.1
"01045","1","72","74","0","1991","A","","Dale County, Alabama","Federal Government","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",1,76,859441,0,0,217,11308,"",23.71,18.43,22.24,0.00,0.00,1.20,1.21,"",0,0.0,1,1.3,63789,8.0,0,0.0,0,0.0,14,6.9,746,7.1
"01047","5","72","74","0","1991","A","","Dallas County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",53,704,5117157,0,0,140,7270,"",0.69,0.56,0.63,0.00,0.00,1.12,1.12,"",1,1.9,17,2.5,257758,5.3,0,0.0,0,0.0,4,2.9,194,2.7
"01049","5","72","74","0","1991","A","","DeKalb County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",63,961,7067239,0,0,141,7353,"",0.84,0.69,0.79,0.00,0.00,1.14,1.15,"",7,12.5,47,5.1,592642,9.2,0,0.0,0,0.0,5,3.7,268,3.8
"01051","5","72","74","0","1991","A","","Elmore County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",35,603,4799943,0,0,153,7957,"",0.67,0.84,0.95,0.00,0.00,1.13,1.13,"",7,25.0,110,22.3,455697,10.5,0,0.0,0,0.0,-16,-9.5,-853,-9.7
"01053","5","72","74","0","1991","A","","Escambia County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",47,636,4523463,0,0,137,7113,"",0.79,0.70,0.70,0.00,0.00,1.00,1.00,"",7,17.5,30,5.0,369725,8.9,0,0.0,0,0.0,5,3.8,262,3.8
"01055","5","72","74","0","1991","A","","Etowah County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",132,2308,16831396,0,0,140,7293,"",1.00,0.94,0.87,0.00,0.00,0.92,0.93,"",27,25.7,88,4.0,859764,5.4,0,0.0,0,0.0,2,1.4,97,1.3
"01059","5","72","74","0","1991","A","","Franklin County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",27,390,2399967,0,0,118,6162,"",0.67,0.58,0.57,0.00,0.00,0.99,0.99,"",2,8.0,18,4.8,219305,10.1,0,0.0,0,0.0,5,4.4,305,5.2
"01069","5","72","74","0","1991","A","","Houston County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",153,3187,23828586,0,0,144,7476,"",0.91,1.04,1.02,0.00,0.00,0.97,0.97,"",25,19.5,194,6.5,1566855,7.0,0,0.0,0,0.0,1,0.7,39,0.5
"01073","5","72","74","0","1991","A","","Jefferson County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",961,18592,164229677,0,0,170,8833,"",0.82,0.75,0.70,0.00,0.00,0.94,0.94,"",264,37.9,1194,6.9,11083319,7.2,0,0.0,0,0.0,1,0.6,30,0.3
"01077","5","72","74","0","1991","A","","Lauderdale County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",105,1999,14701071,0,0,141,7355,"",0.86,0.99,1.09,0.00,0.00,1.10,1.10,"",11,11.7,160,8.7,1027811,7.5,0,0.0,0,0.0,-2,-1.4,-79,-1.1
"01081","5","72","74","0","1991","A","","Lee County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",143,2981,19999659,0,0,129,6710,"",1.24,1.21,1.06,0.00,0.00,0.87,0.87,"",14,10.9,203,7.3,1656669,9.0,0,0.0,0,0.0,2,1.6,107,1.6
