"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"01000","1","72","54","0","2015","A","","Alabama -- Statewide","Federal Government","Accommodation and food services","State, NAICS Sector -- by ownership sector","All establishment sizes",10,409,7490767,0,0,352,18330,"",1.96,2.73,2.32,0.00,0.00,0.85,0.85,"",0,0.0,-8,-1.9,-57366,-0.8,0,0.0,0,0.0,3,0.9,207,1.1
"01000","2","72","54","0","2015","A","N","Alabama -- Statewide","State Government","Accommodation and food services","State, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",4.44,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01000","3","72","54","0","2015","A","","Alabama -- Statewide","Local Government","Accommodation and food services","State, NAICS Sector -- by ownership sector","All establishment sizes",149,1221,24880929,253736,4417,392,20371,"",16.88,1.15,0.85,0.07,0.06,0.74,0.74,"",-2,-1.3,-909,-42.7,-27434166,-52.4,-8256026,-97.0,-120947,-96.5,-80,-16.9,-4192,-17.1
"01000","5","72","54","0","2015","A","","Alabama -- Statewide","Private","Accommodation and food services","State, NAICS Sector -- by ownership sector","All establishment sizes",8857,173275,2633796442,1445120001,23162735,292,15200,"",1.06,0.99,0.93,1.09,1.07,0.94,0.94,"",195,2.3,5619,3.4,169889521,6.9,72195591,5.3,-564991,-2.4,9,3.2,504,3.4
"01001","3","72","74","0","2015","A","N","Autauga County, Alabama","Local Government","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",15.99,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01001","5","72","74","0","2015","A","","Autauga County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",69,1372,18908410,10980125,136086,265,13777,"",1.16,1.40,1.49,1.68,1.40,1.07,1.07,"",3,4.5,-41,-2.9,-269728,-1.4,-44984,-0.4,-27439,-16.8,4,1.5,208,1.5
"01003","5","72","74","0","2015","A","","Baldwin County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",532,12504,228504968,115359331,2113882,351,18274,"",1.35,1.99,2.93,2.29,2.81,1.47,1.47,"",21,4.1,647,5.5,20318111,9.8,8723233,8.2,22236,1.1,13,3.8,716,4.1
"01005","5","72","74","0","2015","A","","Barbour County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",49,617,7365621,4746480,91503,229,11930,"",1.24,0.81,0.75,0.83,0.91,0.93,0.93,"",-1,-2.0,-14,-2.2,-14470,-0.2,-210260,-4.2,-8582,-8.6,4,1.8,239,2.0
"01007","5","72","74","0","2015","A","","Bibb County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",14,237,3200718,1769298,40464,260,13515,"",0.59,0.63,0.61,0.70,0.91,0.98,0.98,"",-1,-6.7,-25,-9.5,-343674,-9.7,-236968,-11.8,-8567,-17.5,0,0.0,4,0.0
"01009","5","72","74","0","2015","A","","Blount County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",41,661,8149895,4670677,64005,237,12333,"",0.79,0.88,0.89,0.93,1.00,1.01,1.01,"",-1,-2.4,2,0.3,133675,1.7,-1629,0.0,-3737,-5.5,3,1.3,173,1.4
"01011","5","72","74","0","2015","A","N","Bullock County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",9,0,0,0,0,0,0,"N",0.88,0,0,0,0,0,0,"N",-1,-10.0,0,0,0,0,0,0,0,0,0,0,0,0
"01013","3","72","74","0","2015","A","N","Butler County, Alabama","Local Government","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",28.38,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"01013","5","72","74","0","2015","A","","Butler County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",39,805,10496052,6568674,92419,251,13045,"",1.16,1.27,1.38,1.28,0.92,1.09,1.09,"",3,8.3,86,12.0,1352667,14.8,781513,13.5,5288,6.1,6,2.4,324,2.5
"01015","1","72","74","0","2015","A","","Calhoun County, Alabama","Federal Government","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",2,24,411987,0,0,334,17347,"",18.88,6.94,6.64,0.00,0.00,0.97,0.97,"",0,0.0,-2,-7.7,-35037,-7.8,0,0.0,0,0.0,9,2.8,425,2.5
"01015","3","72","74","0","2015","A","N","Calhoun County, Alabama","Local Government","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",5.46,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01015","5","72","74","0","2015","A","","Calhoun County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",233,4700,65686888,38189778,612757,269,13976,"",1.34,1.16,1.20,1.43,1.44,1.04,1.04,"",-1,-0.4,-25,-0.5,3133019,5.0,1306384,3.5,20398,3.4,14,5.5,737,5.6
"01017","3","72","74","0","2015","A","","Chambers County, Alabama","Local Government","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",12,45,939056,0,0,398,20676,"",274.73,9.95,9.66,0.00,0.00,0.96,0.96,"",0,0.0,0,0.0,-7148,-0.8,0,0.0,0,0.0,-11,-2.7,-587,-2.8
"01017","5","72","74","0","2015","A","","Chambers County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",51,741,9512186,6053106,81377,247,12844,"",1.23,0.99,1.00,1.13,0.96,1.01,1.01,"",1,2.0,40,5.7,396003,4.3,320802,5.6,-8043,-9.0,-3,-1.2,-164,-1.3
"01019","5","72","74","0","2015","A","","Cherokee County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",25,364,4259739,2765113,33166,225,11689,"",0.86,0.78,0.75,0.81,0.46,0.97,0.96,"",-2,-7.4,6,1.7,238663,5.9,107277,4.0,-6549,-16.5,9,4.2,444,3.9
"01021","5","72","74","0","2015","A","","Chilton County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",53,820,11097865,6881254,107373,260,13541,"",1.00,0.96,1.03,1.05,0.96,1.07,1.07,"N",3,6.0,0,0,0,0,0,0,0,0,0,0,0,0
"01023","5","72","74","0","2015","A","N","Choctaw County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",16,0,0,0,0,0,0,"N",0.80,0,0,0,0,0,0,"N",2,14.3,0,0,0,0,0,0,0,0,0,0,0,0
"01025","3","72","74","0","2015","A","N","Clarke County, Alabama","Local Government","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,"N",61.49,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01025","5","72","74","0","2015","A","","Clarke County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",52,754,8823419,5665074,108203,225,11700,"",1.12,1.00,0.84,1.03,1.40,0.84,0.84,"",1,2.0,46,6.5,559094,6.8,342204,6.4,7293,7.2,0,0.0,22,0.2
"01027","5","72","74","0","2015","A","","Clay County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",8,114,1276917,784668,7069,216,11209,"",0.54,0.32,0.31,0.30,0.17,0.96,0.96,"N",-1,-11.1,0,0,0,0,0,0,0,0,0,0,0,0
"01029","3","72","74","0","2015","A","","Cleburne County, Alabama","Local Government","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",5,37,576214,0,0,304,15787,"",329.45,30.09,17.56,0.00,0.00,0.59,0.59,"",0,0.0,0,0.0,-8020,-1.4,0,0.0,0,0.0,-2,-0.7,-111,-0.7
