"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"01000","1","72","54","0","2008","A","","Alabama -- Statewide","Federal Government","Accommodation and food services","State, NAICS Sector -- by ownership sector","All establishment sizes",7,535,10644745,0,0,383,19903,"",1.85,2.48,2.67,0.00,0.00,1.08,1.08,"",1,16.7,-72,-11.9,-144269,-1.3,0,0.0,0,0.0,41,12.0,2138,12.0
"01000","2","72","54","0","2008","A","N","Alabama -- Statewide","State Government","Accommodation and food services","State, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",4.40,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"01000","3","72","54","0","2008","A","","Alabama -- Statewide","Local Government","Accommodation and food services","State, NAICS Sector -- by ownership sector","All establishment sizes",189,1843,31643810,1158164,16750,330,17171,"",20.90,2.17,1.61,0.37,0.40,0.74,0.74,"",2,1.1,208,12.7,6185223,24.3,1021950,750.3,13072,355.4,31,10.4,1599,10.3
"01000","5","72","54","0","2008","A","","Alabama -- Statewide","Private","Accommodation and food services","State, NAICS Sector -- by ownership sector","All establishment sizes",8259,156709,2039819912,1210089784,14423471,250,13017,"",1.01,0.96,0.88,1.00,1.07,0.92,0.92,"",209,2.6,277,0.2,88383733,4.5,25124559,2.1,695796,5.1,10,4.2,542,4.3
"01001","3","72","74","0","2008","A","N","Autauga County, Alabama","Local Government","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",15.10,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01001","5","72","74","0","2008","A","","Autauga County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",66,1537,18050078,10927330,89126,226,11744,"",1.10,1.61,1.67,1.76,1.42,1.04,1.04,"",-3,-4.3,43,2.9,1282307,7.6,76796,0.7,4968,5.9,10,4.6,519,4.6
"01003","5","72","74","0","2008","A","","Baldwin County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",438,8703,134262040,72994088,939929,297,15427,"",1.18,1.64,2.25,1.80,2.39,1.37,1.37,"",35,8.7,359,4.3,8905355,7.1,2843703,4.1,129363,16.0,8,2.8,404,2.7
"01005","5","72","74","0","2008","A","","Barbour County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",43,600,6088420,4003980,40546,195,10143,"",1.00,0.69,0.65,0.61,0.57,0.94,0.94,"",3,7.5,2,0.3,386504,6.8,207662,5.5,3357,9.0,12,6.6,613,6.4
"01007","3","72","74","0","2008","A","N","Bibb County, Alabama","Local Government","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",36.31,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"01007","5","72","74","0","2008","A","","Bibb County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",18,244,2657287,1694896,25597,210,10898,"",0.72,0.68,0.65,0.75,0.84,0.96,0.96,"",-2,-10.0,-6,-2.4,46922,1.8,-142771,-7.8,-1249,-4.7,9,4.5,463,4.4
