"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"01000","1","72","54","0","1998","A","","Alabama -- Statewide","Federal Government","Accommodation and food services","State, NAICS Sector -- by ownership sector","All establishment sizes",4,332,3854710,0,0,223,11608,"",1.06,1.54,1.44,0.00,0.00,0.93,0.94,"",0,0.0,-6,-1.8,217622,6.0,0,0.0,0,0.0,16,7.7,861,8.0
"01000","3","72","54","0","1998","A","","Alabama -- Statewide","Local Government","Accommodation and food services","State, NAICS Sector -- by ownership sector","All establishment sizes",32,436,4468486,0,0,197,10239,"",7.79,5.60,5.39,0.00,0.00,0.96,0.96,"",8,33.3,82,23.2,1030413,30.0,0,0.0,0,0.0,10,5.3,536,5.5
"01000","5","72","54","0","1998","A","","Alabama -- Statewide","Private","Accommodation and food services","State, NAICS Sector -- by ownership sector","All establishment sizes",6836,130731,1284465941,0,0,189,9825,"",0.91,0.91,0.86,0.00,0.00,0.95,0.95,"",221,3.3,6550,5.3,90148040,7.5,0,0.0,0,0.0,4,2.2,207,2.2
"01001","5","72","74","0","1998","A","","Autauga County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",55,1294,12027501,0,0,179,9292,"",1.04,1.63,1.71,0.00,0.00,1.05,1.05,"",5,10.0,133,11.5,1137242,10.4,0,0.0,0,0.0,-1,-0.6,-92,-1.0
"01003","5","72","74","0","1998","A","","Baldwin County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",314,6761,78170778,0,0,222,11562,"",1.21,1.92,2.79,0.00,0.00,1.45,1.45,"",14,4.7,356,5.6,7151321,10.1,0,0.0,0,0.0,9,4.2,474,4.3
"01009","5","72","74","0","1998","A","","Blount County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",39,464,4227063,0,0,175,9115,"",0.73,0.67,0.76,0.00,0.00,1.13,1.13,"",2,5.4,83,21.8,671601,18.9,0,0.0,0,0.0,-4,-2.2,-207,-2.2
"01015","1","72","74","0","1998","A","","Calhoun County, Alabama","Federal Government","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",1,38,533960,0,0,273,14176,"",11.39,6.74,8.67,0.00,0.00,1.30,1.30,"",0,0.0,-2,-5.0,790,0.1,0,0.0,0,0.0,19,7.5,957,7.2
"01015","5","72","74","0","1998","A","","Calhoun County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",179,4127,37135527,0,0,173,8999,"",1.02,1.10,1.09,0.00,0.00,0.98,0.98,"",8,4.7,259,6.7,3587640,10.7,0,0.0,0,0.0,6,3.6,325,3.7
"01017","5","72","74","0","1998","A","","Chambers County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",42,627,5199434,0,0,160,8296,"",0.88,0.62,0.56,0.00,0.00,0.91,0.91,"",0,0.0,28,4.7,325997,6.7,0,0.0,0,0.0,4,2.6,166,2.0
"01021","5","72","74","0","1998","A","","Chilton County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",50,646,5600462,0,0,167,8676,"",0.96,1.05,1.17,0.00,0.00,1.12,1.12,"",-1,-2.0,-49,-7.1,19207,0.3,0,0.0,0,0.0,13,8.4,647,8.1
"01027","5","72","74","0","1998","A","","Clay County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",11,90,656939,0,0,141,7340,"",0.61,0.21,0.20,0.00,0.00,0.97,0.97,"",2,22.2,-7,-7.2,-121750,-15.6,0,0.0,0,0.0,-13,-8.4,-660,-8.2
"01029","5","72","74","0","1998","A","","Cleburne County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",15,147,1195649,0,0,157,8161,"",0.96,0.62,0.60,0.00,0.00,0.98,0.98,"",1,7.1,10,7.3,87496,7.9,0,0.0,0,0.0,1,0.6,67,0.8
"01031","5","72","74","0","1998","A","","Coffee County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",56,1069,8718750,0,0,157,8158,"",0.83,0.92,0.99,0.00,0.00,1.08,1.08,"",2,3.7,72,7.2,888116,11.3,0,0.0,0,0.0,6,4.0,301,3.8
"01033","5","72","74","0","1998","A","","Colbert County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",100,1571,13700550,0,0,168,8720,"",1.01,0.91,0.78,0.00,0.00,0.86,0.86,"",2,2.0,-4,-0.3,314155,2.3,0,0.0,0,0.0,5,3.1,220,2.6
"01039","5","72","74","0","1998","A","","Covington County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",60,711,5661977,0,0,153,7968,"",0.89,0.67,0.66,0.00,0.00,0.98,0.99,"",7,13.2,82,13.0,754903,15.4,0,0.0,0,0.0,3,2.0,160,2.0
"01043","5","72","74","0","1998","A","","Cullman County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",90,1680,16370929,0,0,187,9748,"",0.78,0.86,0.94,0.00,0.00,1.09,1.09,"",4,4.7,21,1.3,786154,5.0,0,0.0,0,0.0,6,3.3,352,3.7
