"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"01000","1","72","54","0","1993","A","","Alabama -- Statewide","Federal Government","Accommodation and food services","State, NAICS Sector -- by ownership sector","All establishment sizes",5,346,3631599,0,0,202,10488,"",1.08,1.10,1.14,0.00,0.00,1.04,1.03,"",0,0.0,-12,-3.4,-47984,-1.3,0,0.0,0,0.0,4,2.0,212,2.1
"01000","3","72","54","0","1993","A","","Alabama -- Statewide","Local Government","Accommodation and food services","State, NAICS Sector -- by ownership sector","All establishment sizes",4,242,2030439,0,0,161,8396,"",1.53,2.65,2.02,0.00,0.00,0.76,0.76,"",0,0.0,5,2.1,79988,4.1,0,0.0,0,0.0,3,1.9,163,2.0
"01000","5","72","54","0","1993","A","","Alabama -- Statewide","Private","Accommodation and food services","State, NAICS Sector -- by ownership sector","All establishment sizes",5692,104439,888224850,0,0,164,8505,"",0.85,0.82,0.80,0.00,0.00,0.98,0.98,"",231,4.2,4603,4.6,58269155,7.0,0,0.0,0,0.0,4,2.5,192,2.3
"01001","5","72","74","0","1993","A","","Autauga County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",41,801,5968227,0,0,143,7454,"",0.88,1.23,1.18,0.00,0.00,0.96,0.96,"",3,7.9,78,10.8,777133,15.0,0,0.0,0,0.0,5,3.6,274,3.8
"01003","5","72","74","0","1993","A","","Baldwin County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",223,4643,45661353,0,0,189,9834,"",1.15,1.88,2.83,0.00,0.00,1.50,1.51,"",-2,-0.9,158,3.5,3519256,8.4,0,0.0,0,0.0,8,4.4,438,4.7
"01009","5","72","74","0","1993","A","","Blount County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",34,368,2855601,0,0,149,7760,"",0.76,0.58,0.75,0.00,0.00,1.28,1.29,"",2,6.2,35,10.5,452684,18.8,0,0.0,0,0.0,10,7.2,542,7.5
"01015","1","72","74","0","1993","A","","Calhoun County, Alabama","Federal Government","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",1,45,491319,0,0,212,11041,"",8.86,5.25,6.25,0.00,0.00,1.20,1.21,"",0,0.0,1,2.3,50658,11.5,0,0.0,0,0.0,19,9.8,988,9.8
"01015","5","72","74","0","1993","A","","Calhoun County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",144,2997,23164919,0,0,149,7731,"",0.88,0.86,0.85,0.00,0.00,0.99,0.98,"",9,6.7,119,4.1,1180249,5.4,0,0.0,0,0.0,2,1.4,91,1.2
"01017","5","72","74","0","1993","A","","Chambers County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",42,693,5230318,0,0,145,7546,"",0.97,0.71,0.71,0.00,0.00,1.00,1.00,"",2,5.0,95,15.9,626625,13.6,0,0.0,0,0.0,-3,-2.0,-151,-2.0
"01021","5","72","74","0","1993","A","","Chilton County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",41,583,4142880,0,0,137,7111,"",0.89,1.12,1.25,0.00,0.00,1.12,1.12,"",2,5.1,89,18.0,622147,17.7,0,0.0,0,0.0,0,0.0,-11,-0.2
"01027","5","72","74","0","1993","A","","Clay County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",10,112,752568,0,0,129,6699,"",0.57,0.29,0.32,0.00,0.00,1.11,1.11,"",1,11.1,32,40.0,180917,31.6,0,0.0,0,0.0,-9,-6.5,-492,-6.8
"01029","5","72","74","0","1993","A","","Cleburne County, Alabama","Private","Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",10,110,739077,0,0,129,6714,"",0.76,0.50,0.53,0.00,0.00,1.06,1.05,"",0,0.0,4,3.8,12718,1.8,0,0.0,0,0.0,-3,-2.3,-160,-2.3
